OGs	saccharomyces_cerevisiae	schizosaccharomyces_pombe	W	X	Y	Z
115908	852241	2542937	0.966511400932	0.595048360417	0.083088950949	-1.6446487123
11599	855558	2539293	-1.6068738089	-0.0731904964566	0.865445519504	0.814618785854
1160	856169	2540343	1.1736377794	0.809740496065	-0.991689137733	-0.991689137733
116010	852231	2543316	-0.0851456010201	0.648510667959	-1.58810781661	1.02474274967
1161	853161	2540071	-0.697852442998	-0.697852442998	1.71077096667	-0.315066080677
116536	854088	2542607	-0.183616664086	-0.908392269839	1.67402633042	-0.582017396495
116779	855400	2540319	-1.23109616029	-0.068948642728	1.55406611833	-0.254021315314
116874	856078	2543678	-0.952551722944	1.02043048435	0.978252073168	-1.04613083458
117682	855919	2539918	0.666790504168	-1.48632203474	1.12054747151	-0.30101594093
117725	852275	2540219	-0.411997688097	-1.24950283184	1.49734931088	0.164151209063
117737	852443	2542620	-0.945899311919	-0.523275733288	1.67059482544	-0.201419780235
117751	850409	2543107	-0.605144719191	-1.28710334935	0.64045799064	1.25179007791
